"","Short_name","Authors","Abstract","Title","Source","DocumentType","PubDate","PubYear","DoI","WoSCat","WoSID"
"349","CARLESS D, 2019, LANDSCAPE ECOL","CARLESS D;LUSCOMBE DJ;GATIS N;ANDERSON K;BRAZIER RE","CONTEXTAN INCREASED INTEREST IN THE RESTORATION OF PEATLANDS FOR DELIVERING MULTIPLE BENEFITS REQUIRES A GREATER UNDERSTANDING OF THE EXTENT AND LOCATION OF NATURAL AND ARTIFICIAL FEATURES THAT CONTRIBUTE TO DEGRADATION.OBJECTIVESWE ASSESSED THE UTILITY OF MULTIPLE, FINE-GRAINED REMOTE SENSING DATASETS FOR MAPPING PEATLAND FEATURES AND ASSOCIATED DEGRADED AREAS AT A LANDSCAPE-SCALE. SPECIFICALLY, WE DEVELOPED AN INTEGRATED APPROACH TO IDENTIFY AND QUANTIFY MULTIPLE TYPES OF PEATLAND DEGRADATION INCLUDING: ANTHROPOGENIC DRAINAGE DITCHES AND PEAT CUTTINGS; EROSIONAL GULLIES AND BARE PEAT AREAS.METHODSAIRBORNE LIDAR, CASI AND AERIAL IMAGE DATASETS OF THE SOUTH WEST UK, WERE COMBINED TO IDENTIFY FEATURES WITHIN DARTMOOR NATIONAL PARK PEATLAND AREA THAT CONTRIBUTE TO DEGRADATION. THESE FEATURES WERE DIGITISED AND QUANTIFIED USING ARCGIS BEFORE APPROPRIATE BUFFERS WERE APPLIED TO ESTIMATE THE WIDER ECOHYDROLOGICALLY AFFECTED AREA.RESULTSUSING FINE-SCALE, LARGE-EXTENT REMOTELY SENSED DATA, COMBINED WITH AERIAL IMAGERY ENABLED KEY FEATURES WITHIN THE WIDER EXPANSE OF PEATLAND TO BE SUCCESSFULLY IDENTIFIED AND MAPPED AT A RESOLUTION APPROPRIATE TO FUTURE TARGETED RESTORATION. COMBINING MULTIPLE DATASETS INCREASED OUR UNDERSTANDING OF SPATIAL DISTRIBUTION AND CONNECTIVITY WITHIN THE LANDSCAPE. AN AREA OF 29KM(2) OR 9.2% OF THE DARTMOOR PEATLAND AREA WAS IDENTIFIED AS SIGNIFICANTLY AND DIRECTLY ECOHYDROLOGICALLY DEGRADED.CONCLUSIONSUSING A COMBINATION OF FINE-GRAINED REMOTELY SENSED DATASETS HAS ADVANTAGES OVER TRADITIONAL GROUND SURVEY METHODS FOR IDENTIFICATION AND MAPPING OF ANTHROPOGENIC AND NATURAL EROSION FEATURES AT A LANDSCAPE SCALE. THE METHOD IS ACCURATE, ROBUST AND COST-EFFECTIVE PARTICULARLY GIVEN THE REMOTE LOCATIONS AND LARGE EXTENT OF THESE LANDSCAPES, FACILITATING EFFECTIVE AND TARGETED RESTORATION PLANNING, MANAGEMENT AND MONITORING.","MAPPING LANDSCAPE-SCALE PEATLAND DEGRADATION USING AIRBORNE LIDAR AND MULTISPECTRAL DATA","LANDSCAPE ECOLOGY","ARTICLE","JUN",2019,"10.1007/s10980-019-00844-5","ECOLOGY; GEOGRAPHY, PHYSICAL; GEOSCIENCES, MULTIDISCIPLINARY","WOS:000475643000009"
"350","MARTIN LCP, 2019, J GEOPHYS RES-EARTH","MARTIN LCP;NITZBON J;AAS KS;ETZELMULLER B;KRISTIANSEN H;WESTERMANN S","PEAT PLATEAUS AND PALSAS ARE CHARACTERISTIC MORPHOLOGIES OF SPORADIC PERMAFROST, AND THE TRANSITION FROM PERMAFROST TO PERMAFROST-FREE GROUND TYPICALLY OCCURS ON SPATIAL SCALES OF METERS. THEY ARE PARTICULARLY VULNERABLE TO CLIMATE CHANGE AND ARE CURRENTLY DEGRADING IN FENNOSCANDIA. HERE WE PRESENT A SPATIALLY DISTRIBUTED DATA SET OF GROUND SURFACE TEMPERATURES FOR TWO PEAT PLATEAU SITES IN NORTHERN NORWAY FOR THE YEAR 2015-2016. BASED ON THESE DATA AND THERMAL MODELING, WE INVESTIGATE HOW THE SNOW DEPTH AND WATER BALANCE MODULATE THE CLIMATE SIGNAL IN THE GROUND. WE FIND THAT MEAN ANNUAL GROUND SURFACE TEMPERATURES ARE CENTERED AROUND 2 TO 2.5 DEGREES C FOR STABLE PERMAFROST LOCATIONS AND 3.5 TO 4.5 DEGREES C FOR PERMAFROST-FREE LOCATIONS. THE SURFACE FREEZING DEGREE DAYS ARE CHARACTERIZED BY A NOTICEABLE THRESHOLD AROUND 200 DEGREES C.DAY, WITH MOST PERMAFROST-FREE LOCATIONS RANGING BELOW THIS VALUE AND MOST STABLE PERMAFROST ONES ABOVE IT. FREEZING DEGREE DAY VALUES ARE WELL CORRELATED TO THE MARCH SNOW COVER, ALTHOUGH SOME VARIABILITY IS OBSERVED AND ATTRIBUTED TO THE GROUND MOISTURE LEVEL. INDEED, A ZERO CURTAIN EFFECT IS OBSERVED ON TEMPERATURE TIME SERIES FOR SATURATED SOILS DURING WINTER, WHILE DRAINED PEAT PLATEAUS SHOW EARLY FREEZING SURFACE TEMPERATURES. COMPLEMENTARILY, MODELING EXPERIMENTS ALLOW IDENTIFYING A DRAINAGE EFFECT THAT CAN MODIFY 1-M GROUND TEMPERATURES BY UP TO 2 DEGREES C BETWEEN DRAINED AND WATER ACCUMULATING SIMULATIONS FOR THE SAME SNOW COVER. THIS EFFECT CAN SET FAVORABLE OR UNFAVORABLE CONDITIONS FOR PERMAFROST STABILITY UNDER THE SAME CLIMATE FORCING.","STABILITY CONDITIONS OF PEAT PLATEAUS AND PALSAS IN NORTHERN NORWAY","JOURNAL OF GEOPHYSICAL RESEARCH-EARTH SURFACE","ARTICLE","MAR",2019,"10.1029/2018JF004945","GEOSCIENCES, MULTIDISCIPLINARY","WOS:000463993300003"
"351","PIPPURI I, 2016, INT J APPL EARTH OBS","PIPPURI I;SUVANTO A;MALTAMO M;KORHONEN KT;PITKANEN J;PACKALEN P","THE AIM OF THE STUDY WAS TO (1) EXAMINE THE CLASSIFICATION OF FOREST LAND USING AIRBORNE LASER SCANNING (ALS) DATA, SATELLITE IMAGES AND SAMPLE PLOTS OF THE FINNISH NATIONAL FOREST INVENTORY (NFI) AS TRAINING DATA AND TO (2) IDENTIFY BEST PERFORMING METRICS FOR CLASSIFYING FOREST LAND ATTRIBUTES. SIX DIFFERENT SCHEMES OF FOREST LAND CLASSIFICATION WERE STUDIED: LAND USE/LAND COVER (LU/LC) CLASSIFICATION USING BOTH NATIONAL CLASSES AND FAO (FOOD AND AGRICULTURAL ORGANIZATION OF THE UNITED NATIONS) CLASSES, MAIN TYPE, SITE TYPE, PEAT LAND TYPE AND DRAINAGE STATUS. SPECIAL INTEREST WAS TO TEST DIFFERENT ALS-BASED SURFACE METRICS IN CLASSIFICATION OF FOREST LAND ATTRIBUTES. FIELD DATA CONSISTED OF 828 NFI PLOTS COLLECTED IN 2008-2012 IN SOUTHERN FINLAND AND REMOTELY SENSED DATA WAS FROM SUMMER 2010. MULTINOMIAL LOGISTIC REGRESSION WAS USED AS THE CLASSIFICATION METHOD. CLASSIFICATION OF LU/LC CLASSES WERE HIGHLY ACCURATE (KAPPA-VALUES 0.90 AND 0.91) BUT ALSO THE CLASSIFICATION OF SITE TYPE, PEAT LAND TYPE AND DRAINAGE STATUS SUCCEEDED MODERATELY WELL (KAPPA-VALUES 0.51, 0.69 AND 0.52). ALS-BASED SURFACE METRICS WERE FOUND TO BE THE MOST IMPORTANT PREDICTOR VARIABLES IN CLASSIFICATION OF LU/LC CLASS, MAIN TYPE AND DRAINAGE STATUS. IN BEST CLASSIFICATION MODELS OF FOREST SITE TYPES BOTH SPECTRAL METRICS FROM SATELLITE DATA AND POINT CLOUD METRICS FROM ALS WERE USED. IN TURN, IN THE CLASSIFICATION OF PEAT LAND TYPES ALS POINT CLOUD METRICS PLAYED THE MOST IMPORTANT ROLE. RESULTS INDICATED THAT THE PREDICTION OF SITE TYPE AND FOREST LAND CATEGORY COULD BE INCORPORATED INTO STAND LEVEL FOREST MANAGEMENT INVENTORY SYSTEM IN FINLAND. (C) 2015 ELSEVIER B.V. ALL RIGHTS RESERVED.","CLASSIFICATION OF FOREST LAND ATTRIBUTES USING MULTI-SOURCE REMOTELY SENSED DATA","INTERNATIONAL JOURNAL OF APPLIED EARTH OBSERVATION AND GEOINFORMATION","ARTICLE","FEB",2016,"10.1016/j.jag.2015.07.002","REMOTE SENSING","WOS:000364891100002"
"352","ASPRAY KL, 2017, ECOHYDROLOGY","ASPRAY KL;HOLDEN J;LEDGER ME;MAINSTONE CP;BROWN LE","SEDIMENTATION IS A PERVASIVE ENVIRONMENTAL PRESSURE AFFECTING RIVERS GLOBALLY. HEADWATERS DRAINING CATCHMENTS RICH IN ORGANIC SOILS (I.E., PEAT) ARE PARTICULARLY VULNERABLE TO ENHANCED SEDIMENTATION CAUSED BY LAND MANAGEMENT AND ENVIRONMENTAL CHANGE, YET MANY OF THE ECOLOGICAL CONSEQUENCES OF PEAT DEPOSITION ARE POORLY UNDERSTOOD. WE CONDUCTED A BEFORE-AFTER-CONTROL-IMPACT EXPERIMENT IN TWO RIVERS DRAINING BLANKET PEATLAND IN NORTHERN ENGLAND TO TEST THE EFFECT OF SEDIMENT INPUTS ON WATER QUALITY, MACROINVERTEBRATE DRIFT, MACROINVERTEBRATE COMMUNITY STRUCTURE, AND ECOSYSTEM METABOLISM. SEDIMENT ADDITION INCREASED CONCENTRATIONS OF DISSOLVED ORGANIC CARBON, TOTAL OXIDISED NITROGEN AND SUSPENDED SEDIMENT CONCENTRATION IN RIVERS, AND INTENSIFIED THE TOTAL DRIFT OF MACROINVERTEBRATES PARTICULARLY AT NIGHT. BY CONTRAST, THE ABUNDANCE AND RICHNESS OF BENTHIC MACROINVERTEBRATES WERE UNAFFECTED, EXCEPT FOR DECLINES IN COLEOPTERA ABUNDANCE IN ONE RIVER. THE GROSS PRIMARY PRODUCTION OF BOTH RIVERS WAS STRONGLY SUPPRESSED AS THE BENTHOS WAS SMOTHERED BY SEDIMENT. COMMUNITY RESPIRATION ALSO DECLINED, ALBEIT BY DIFFERENT EXTENTS IN THE TWO RIVERS. OUR EXPERIMENT REVEALED THAT SHORT-TERM PULSES OF ORGANIC SEDIMENT IN RIVERS CAN HAVE BROAD EFFECTS ON WATER QUALITY AND BIOTA, FROM INFLUENCES ON THE DISPERSAL OF INDIVIDUAL ORGANISMS TO THE MODIFICATION OF ECOSYSTEM PROCESSES. ORGANIC SEDIMENTS THEREFORE WARRANT FURTHER EXAMINATION, TO INCLUDE LONGER OBSERVATION PERIODS AND MORE SITES. IT IS PARTICULARLY IMPORTANT TO CLARIFY THE EXTENT TO WHICH IMPACTS EXTEND FROM PEATLAND STREAMS INTO LARGER RIVERS DOWNSTREAM. SUCH STUDIES ARE NECESSARY TO INFORM GLOBAL MANAGEMENT EFFORTS TO RESTORE THE INTEGRITY OF RIVER ECOSYSTEMS UNDER A RANGE OF WATER AND BIODIVERSITY POLICY MECHANISMS.","ORGANIC SEDIMENT PULSES IMPACT RIVERS ACROSS MULTIPLE LEVELS OF ECOLOGICAL ORGANIZATION","ECOHYDROLOGY","ARTICLE","SEP",2017,"10.1002/eco.1855","ECOLOGY; ENVIRONMENTAL SCIENCES; WATER RESOURCES","WOS:000410633100005"
"353","KRAMSHOJ M, 2019, GLOBAL CHANGE BIOL","KRAMSHOJ M;ALBERS CN;SVENDSEN SH;BJORKMAN MP;LINDWALL F;BJORK RG;RINNAN R","VAST AMOUNTS OF CARBON ARE BOUND IN BOTH ACTIVE LAYER AND PERMAFROST SOILS IN THE ARCTIC. AS A CONSEQUENCE OF CLIMATE WARMING, THE DEPTH OF THE ACTIVE LAYER IS INCREASING IN SIZE AND PERMAFROST SOILS ARE THAWING. WE HYPOTHESIZE THAT PULSES OF BIOGENIC VOLATILE ORGANIC COMPOUNDS ARE RELEASED FROM THE NEAR-SURFACE ACTIVE LAYER DURING SPRING, AND DURING LATE SUMMER SEASON FROM THAWING PERMAFROST, WHILE THE SUBSEQUENT BIOGEOCHEMICAL PROCESSES OCCURRING IN THAWED SOILS ALSO LEAD TO EMISSIONS. BIOGENIC VOLATILE ORGANIC COMPOUNDS ARE REACTIVE GASES THAT HAVE BOTH NEGATIVE AND POSITIVE CLIMATE FORCING IMPACTS WHEN INTRODUCED TO THE ARCTIC ATMOSPHERE, AND THE KNOWLEDGE OF THEIR EMISSION MAGNITUDE AND PATTERN IS NECESSARY TO CONSTRUCT RELIABLE CLIMATE MODELS. HOWEVER, IT IS UNCLEAR HOW DIFFERENT ECOSYSTEMS AND ENVIRONMENTAL FACTORS SUCH AS DRAINAGE CONDITIONS UPON PERMAFROST THAW AFFECT THE EMISSION AND COMPOUND COMPOSITION. HERE WE SHOW THAT INCUBATIONS OF FROZEN B HORIZON OF THE ACTIVE LAYER AND PERMAFROST SOILS COLLECTED FROM A HIGH ARCTIC HEATH AND FEN RELEASE A RANGE OF BIOGENIC VOLATILE ORGANIC COMPOUNDS UPON THAW AND DURING SUBSEQUENT INCUBATION EXPERIMENTS AT TEMPERATURES OF 10 DEGREES C AND 20 DEGREES C. MELTWATER DRAINAGE IN THE FEN SOILS INCREASED EMISSION RATES NINE TIMES, WHILE HAVING NO EFFECT IN THE DRIER HEATH SOILS. EMISSIONS GENERALLY INCREASED WITH TEMPERATURE, AND EMISSION PROFILES FOR THE FEN SOILS WERE DOMINATED BY BENZENOIDS AND ALKANES, WHILE BENZENOIDS, KETONES, AND ALCOHOLS DOMINATED IN HEATH SOILS. OUR RESULTS EMPHASIZE THAT FUTURE CHANGES AFFECTING THE DRAINAGE CONDITIONS OF THE ARCTIC TUNDRA WILL HAVE A LARGE INFLUENCE ON VOLATILE EMISSIONS FROM THAWING PERMAFROST SOILS - PARTICULARLY IN WETLAND/FEN AREAS.","VOLATILE EMISSIONS FROM THAWING PERMAFROST SOILS ARE INFLUENCED BY MELTWATER DRAINAGE CONDITIONS","GLOBAL CHANGE BIOLOGY","ARTICLE","MAY",2019,"10.1111/gcb.14582","BIODIVERSITY CONSERVATION; ECOLOGY; ENVIRONMENTAL SCIENCES","WOS:000465103600012"
"354","MORRIS PJ, 2019, WATER RESOUR RES","MORRIS PJ;BAIRD AJ;EADES PA;SURRIDGE BWJ","SHALLOW WATER TABLES PROTECT NORTHERN PEATLANDS AND THEIR IMPORTANT CARBON STOCKS FROM AEROBIC DECOMPOSITION. HYDRAULIC CONDUCTIVITY, K, IS A KEY CONTROL ON WATER TABLES. THE CONTROLS ON K, PARTICULARLY IN DEGRADED AND RESTORED PEATLANDS, REMAIN A SUBJECT OF ONGOING RESEARCH. WE TOOK 29 SHALLOW (50CM) PEAT CORES FROM AN ESTUARINE RAISED BOG IN WALES, UK. PARTS OF THE BOG ARE IN CLOSE-TO-NATURAL CONDITION, WHILE OTHER AREAS HAVE UNDERGONE SHALLOW PEAT CUTTING FOR FUEL AND DRAINAGE, FOLLOWED BY RESTORATION THROUGH DITCH BLOCKING. IN THE LABORATORY WE MEASURED HORIZONTAL (K-H) AND VERTICAL (K-V) HYDRAULIC CONDUCTIVITY. WE FITTED LINEAR MULTIPLE REGRESSION MODELS TO DESCRIBE LOG(10)-TRANSFORMED K-H AND K-V ON THE BASIS OF SIMPLE, EASY-TO-MEASURE PREDICTORS. DRY BULK DENSITY AND DEGREE OF DECOMPOSITION WERE THE STRONGEST PREDICTORS OF K-H AND K-V. PERHAPS SURPRISINGLY, THE INDEPENDENT EFFECT OF HUMMOCKS WAS TO PRODUCE HIGHER-K-V PEAT THAN IN LAWNS; WHILE THE INDEPENDENT EFFECT OF RESTORED DIGGINGS WAS TO PRODUCE HIGHER-K PEAT THAN IN UNCUT LOCATIONS. OUR MODELS OFFER HIGH EXPLANATORY POWER FOR K-H (ADJUSTED R(2)=0.740) AND K-V (ADJUSTED R(2)=0.787). OUR FINDINGS INDICATE THAT GENERALIZABLE PREDICTIVE MODELS OF PEAT K, SIMILAR TO PEDOTRANSFER FUNCTIONS FOR MINERAL SOILS, MAY BE ATTAINABLE. K-H AND K-V POSSESS SUBTLY DIFFERENT CONTROLS THAT ARE CONSISTENT WITH THE CONTRASTING ROLES OF THESE TWO PROPERTIES IN PEATLAND WATER BUDGETS. OUR NEAR-SURFACE SAMPLES SHOW NO EVIDENCE FOR THE LOW-K MARGINAL PEAT PREVIOUSLY OBSERVED IN DEEPER LAYERS AT THE SAME SITE, INDICATING THAT SUCH STRUCTURES MAY BE LESS IMPORTANT THAN PREVIOUSLY BELIEVED.","CONTROLS ON NEAR-SURFACE HYDRAULIC CONDUCTIVITY IN A RAISED BOG","WATER RESOURCES RESEARCH","ARTICLE","FEB",2019,"10.1029/2018WR024566","ENVIRONMENTAL SCIENCES; LIMNOLOGY; WATER RESOURCES","WOS:000461858900034"
"355","LIU JK, 2019, J COASTAL RES","LIU JK;HAN GL;LIU XL;YANG KH;LI XQ;LIU M","THE WATER CHEMISTRY, INCLUDING MAJOR IONS AND DISSOLVED CARBON OF JIULONGJIANG RIVER IN SE CHINA, WERE DETERMINED TO EXAMINE THE DISTRIBUTIONS AND VARIATIONS OF DISSOLVED CARBON SPECIES. DISSOLVED INORGANIC CARBON (DIC) CONCENTRATIONS IN THE RIVER WATER WERE WITHIN THE RANGE OF 7.50 TO 49.04 MG/L (AVERAGED 22.12 MG/L) IN THE WET SEASON AND FROM 8.83 TO 84.91 MG/L (AVERAGED 41.17 MG/L) IN THE DRY SEASON. DISSOLVED ORGANIC CARBON (DOC) VARIED FROM 0.54 TO 2.89 MG/L (AVERAGED 1.04 MG/L) IN THE WET SEASON AND FROM 1.34 TO 3.56 MG/L (AVERAGED 2.34 MG/L) IN THE DRY SEASON. THE CONCENTRATIONS OF DIC WERE COMPARABLE AMONG THE THREE TRIBUTARIES, WHEREAS THE DOC WAS SIGNIFICANTLY HIGHER IN THE XIXI RIVER AND NANXI RIVER THAN THE BEIXI RIVER. THE CALCULATIONS EMPLOYING THE MASS BALANCE METHOD INDICATED THAT WEATHERING PROCESS AND ANTHROPOGENIC INPUTS PLAYED AN IMPORTANT ROLE IN THE DISSOLVED CARBON PRODUCTION IN THE JIULONGJIANG WATERSHED. THE DOC EXHIBITED SIGNIFICANT CORRELATIONS WITH THE RURAL AREA WHEREAS THE DIC DID NOT SHOW ANY SIGNIFICANT CORRELATIONS WITH LAND-USE TYPES, INDICATING THAT THE DOC WAS CLOSELY RELATED TO AGRICULTURAL ACTIVITIES. THE CARBON EXPORT FLUXES FROM THE JIULONGJIANG RIVER WERE CALCULATED BASED ON THE DISCHARGE DATA. THE DIC-C EXPORT REACHED TO 1.2 X 10(5)T/Y, WHEREAS THE DOC-C EXPORT WAS NEARLY 3.2 X 10(4)T/Y. IN ADDITION, SEASONAL VARIATION OF CARBON EXPORTS HAD BEEN OBSERVED; BECAUSE OF THE LARGE WATER DISCHARGE IN THE WET SEASON, MORE DIC AND DOC WERE TRANSPORTED FROM THE JIULONGJIANG RIVER IN THE WET SEASON THAN IN THE DRY SEASON. THE SOURCE ANALYSIS DEMONSTRATED NATURAL PROCESSES ACCOUNT FOR THE MAJORITY OF CARBON EXPORTS.","EXAMINING THE DISTRIBUTION AND VARIATION OF DISSOLVED CARBON SPECIES AND SEASONAL CARBON EXPORTS WITHIN THE JIULONGJIANG RIVER BASIN (SOUTHEAST CHINA)","JOURNAL OF COASTAL RESEARCH","ARTICLE","JUL",2019,"10.2112/JCOASTRES-D-18-00148.1","ENVIRONMENTAL SCIENCES; GEOGRAPHY, PHYSICAL; GEOSCIENCES, MULTIDISCIPLINARY","WOS:000473810600006"
"356","CAO R, 2018, MIRES PEAT","CAO R;CHEN Y;WU X;ZHOU Q;SUN S","THE ZOIGE PEATLAND ON THE QINGHAI-TIBET PLATEAU, THE LARGEST ALPINE PEATLAND IN THE WORLD, IS CURRENTLY EXPERIENCING UNPRECEDENTED WATER STRESS DUE TO CLIMATE CHANGE AND HUMAN ACTIVITIES. HOWEVER, THE CONSEQUENCES FOR EMISSIONS OF GREENHOUSE GASES HAVE NOT BEEN WELL STUDIED. WE CONDUCTED A 40-MONTH IN SITU FIELD EXPERIMENT (INCLUDING DEEP, SHALLOW AND CONTROL WATER TABLE TREATMENTS) TO EXAMINE THE EFFECT OF DRAINAGE ON GREENHOUSE GAS EMISSIONS (CO2, CH4 AND N2O). THE RESULTS SHOWED THAT DRAINAGE SIGNIFICANTLY INCREASED THE EMISSION RATES AND THE TOTAL CUMULATIVE EMISSIONS OF CO2 (I.E., ECOSYSTEM RESPIRATION) AND N2O, AND REDUCED CH4 EMISSIONS. HOWEVER, UNDER DRAINED CONDITIONS, THE CUMULATIVE EMISSIONS OF CO2 AND N2O INCREASED SIGNIFICANTLY DURING THE GROWING SEASON (MAY TO SEPTEMBER) ONLY, WHEREAS THE CUMULATIVE EMISSIONS OF CH4 DECREASED SIGNIFICANTLY DURING BOTH THE GROWING SEASON AND THE NON-GROWING SEASON (OCTOBER TO APRIL). IN ADDITION, DRAINAGE SIGNIFICANTLY INCREASED THE BIOMASS OF AEROBIC BACTERIA AND METHANOTROPHS. THESE RESULTS INDICATE THAT EMISSIONS OF GREENHOUSE GASES IN THE ZOIGE PEATLAND ARE SENSITIVE TO SHORT-TERM DRAINAGE AND THAT FUTURE STUDIES SHOULD CONSIDER THE RESPONSE OF GREENHOUSE GAS FLUXES TO ENVIRONMENTAL CHANGES IN THE NON-GROWING SEASON.","THE EFFECT OF DRAINAGE ON CO2, CH4 AND N2O EMISSIONS IN THE ZOIGE PEATLAND: A 40-MONTH IN SITU STUDY","MIRES AND PEAT","ARTICLE",NA,2018,"10.19189/MaP.2017.OMB.292","ENVIRONMENTAL SCIENCES","WOS:000435812000010"
"357","ZEH L, 2019, PLANT SOIL","ZEH L;LIMPENS J;ERHAGEN B;BRAGAZZA L;KALBITZ K","AIMSNORTHERN PEATLANDS STORE LARGE AMOUNTS OF SOIL ORGANIC CARBON (C) THAT CAN BE VERY SENSITIVE TO ONGOING GLOBAL WARMING. RECENTLY IT HAS BEEN SHOWN THAT TEMPERATURE-ENHANCED GROWTH OF VASCULAR PLANTS IN THESE TYPICALLY MOSS-DOMINATED ECOSYSTEMS MAY PROMOTE MICROBIAL PEAT DECOMPOSITION BY INCREASED C INPUT VIA ROOT EXUDATES. TO WHAT EXTENT DIFFERENT PLANT FUNCTIONAL TYPES (PFT) AND SOIL TEMPERATURE INTERACT IN CONTROLLING ROOT C INPUT IS STILL UNCLEAR. IN THIS STUDY WE EXPLORED HOW ROOT C INPUT IS RELATED TO THE PRESENCE OF ERICOID SHRUBS (SHRUBS) AND GRAMINOID SEDGES (SEDGES) BY MEANS OF A FACTORIAL PLANT CLIPPING EXPERIMENT (= PFT EFFECT) IN TWO PEATLANDS LOCATED AT DIFFERENT ALTITUDE (= TEMPERATURE EFFECT).METHODSBY SELECTIVE CLIPPING OF SHRUB AND SEDGE SHOOTS IN MIXED VEGETATION AT TWO ALPINE PEATLAND SITES WE INTERRUPTED THE ABOVE- TO BELOWGROUND TRANSLOCATION OF C, THUS TEMPORARILY INHIBITING ROOT C RELEASE. SUBSEQUENT MEASUREMENTS OF SOIL RESPIRATION, DISSOLVED ORGANIC CARBON (DOC) CONCENTRATION AND STABLE ISOTOPE COMPOSITION (C-13) OF DOC IN PORE WATER WERE USED AS PROXIES TO ESTIMATE THE ABOVE- TO BELOWGROUND TRANSFER OF C BY DIFFERENT PFT.RESULTSWE FOUND THAT SOIL RESPIRATION RATES AND DOC CONCENTRATIONS TEMPORARILY DECREASED WITHIN 24H AFTER CLIPPING, WITH THE DECREASE IN SOIL RESPIRATION BEING MOST PRONOUNCED AT THE 1.4 DEGREES C WARMER PEATLAND AFTER CLIPPING SHRUBS. THE TRANSIENT DROP IN DOC CONCENTRATION COINCIDED WITH A SHIFT TOWARDS A HEAVIER C ISOTOPE SIGNATURE, INDICATING THAT THE DECREASE WAS ASSOCIATED WITH INHIBITION OF A LIGHT C SOURCE THAT WE ATTRIBUTE TO ROOT EXUDATES. TOGETHER THESE RESULTS IMPLY THAT SHRUBS TRANSLOCATED MORE C INTO THE PEAT THAN SEDGES, PARTICULARLY AT HIGHER TEMPERATURE.CONCLUSIONSWE SHOWED THAT PLANT FUNCTIONAL TYPE AND TEMPERATURE INTERACT IN CONTROLLING ROOT C INPUT UNDER FIELD CONDITIONS IN PEATLANDS. OUR RESULTS PROVIDE A MECHANISTIC EVIDENCE THAT SHRUBS MAY POTENTIALLY PROMOTE THE RELEASE OF STORED SOIL C THROUGH ROOT-DERIVED C INPUT.","PLANT FUNCTIONAL TYPES AND TEMPERATURE CONTROL CARBON INPUT VIA ROOTS IN PEATLAND SOILS","PLANT AND SOIL","ARTICLE","MAY",2019,"10.1007/s11104-019-03958-6","AGRONOMY; PLANT SCIENCES; SOIL SCIENCE","WOS:000468540800002"
"358","BONNETT SAF, 2017, SCI REP-UK","BONNETT SAF;MALTBY E;FREEMAN C","PEATLAND ECOSYSTEMS CONTAIN ONE-THIRD OF THE WORLD'S SOIL CARBON STORE AND MANY HAVE BEEN EXPOSED TO DROUGHT LEADING TO A LOSS OF CARBON. UNDERSTANDING BIOGEOCHEMICAL MECHANISMS AFFECTING DECOMPOSITION IN PEATLANDS IS ESSENTIAL FOR IMPROVING RESILIENCE OF ECOSYSTEM FUNCTION TO PREDICTED CLIMATE CHANGE. WE INVESTIGATED BIOGEOCHEMICAL CHANGES ALONG A CHRONOSEQUENCE OF HYDROLOGICAL RESTORATION (DRY ERODED GULLY, DRAIN-BLOCKED < 2 YEARS, DRAIN BLOCKED < 7 YEARS AND WET PRISTINE SITE), AND EXAMINED WHETHER HYDROLOGICAL LEGACY ALTERS THE RESPONSE OF BETA-GLUCOSIDASE KINETICS (I.E. TYPE OF INHIBITION) TO SHORT-TERM DRYING AND WATERLOGGING. IN THE DRY ERODED GULLY AT DEPTH, LOW PHENOLIC CONCENTRATIONS WERE ASSOCIATED WITH ENHANCED BETA-GLUCOSIDASE ENZYME ACTIVITIES (V-MAX) BUT SHORT-TERM DRYING AND WATERLOGGING CAUSED A SIGNIFICANT INCREASE OF DISSOLVED ORGANIC CARBON (DOC) AND PHENOLICS ASSOCIATED WITH INCREASES IN VMAX (ENZYME PRODUCTION) AND KM (INDICATIVE OF COMPETITIVE INHIBITION). INHIBITION WITHIN THE DRAIN BLOCKED AND PRISTINE SITES AT DEPTH EXHIBITED NON-COMPETITIVE INHIBITION (DECREASED VMAX), WHILST UNCOMPETITIVE INHIBITION (DECREASED VMAX AND KM) OCCURRED IN SURFACE PEAT EXPLAINED BY VARIATION IN HUMIC SUBSTANCES AND PHENOLICS. THESE RESULTS SUGGEST THAT LOSS OF CARBON BY SHORT-TERM DROUGHT OR REWETTING MAY OCCUR FROM SITES WITH A LEGACY OF DROUGHT DUE TO THE RELEASE OF NON-INHIBITORY PHENOLICS THAT PERMITS ENHANCED ENZYME ACTIVITY.","HYDROLOGICAL LEGACY DETERMINES THE TYPE OF ENZYME INHIBITION IN A PEATLANDS CHRONOSEQUENCE","SCIENTIFIC REPORTS","ARTICLE","AUG 30",2017,"10.1038/s41598-017-10430-x","MULTIDISCIPLINARY SCIENCES","WOS:000408622400042"
